timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob,TP9,AF7,AF8,TP10,Right_AUX
20:51:15,concentrating,0.997,1.0,0.33,0.33,0.34,31.25,-133.301,38.574,15.137,54.688
20:51:17,concentrating,0.998,1.0,0.33,0.33,0.34,57.617,231.445,54.199,74.219,37.109
20:51:18,concentrating,0.998,1.0,0.33,0.33,0.34,48.828,166.992,33.691,51.758,31.25
20:51:20,concentrating,0.999,1.0,0.33,0.33,0.34,25.879,199.707,32.227,43.945,28.809
20:51:21,concentrating,0.997,1.0,0.33,0.33,0.34,28.32,9.766,36.133,23.438,7.324
20:51:22,concentrating,0.997,1.0,0.33,0.33,0.34,36.621,-130.371,36.621,30.762,-17.578
20:51:23,concentrating,0.998,1.0,0.33,0.33,0.34,32.715,-166.016,29.297,20.508,-7.324
20:51:25,concentrating,0.998,1.0,0.33,0.33,0.34,48.828,191.895,37.109,43.945,-16.113
20:51:26,concentrating,0.998,1.0,0.33,0.33,0.34,37.109,94.727,37.598,46.387,71.777
20:51:27,concentrating,0.996,1.0,0.33,0.33,0.34,93.262,146.484,31.738,87.891,15.137
20:51:28,concentrating,0.998,1.0,0.33,0.33,0.34,17.578,-112.793,26.367,22.461,-26.855
20:51:30,concentrating,0.997,1.0,0.33,0.33,0.34,22.949,115.723,30.273,26.367,1.465
20:51:31,concentrating,0.999,1.0,0.33,0.33,0.34,58.105,155.273,28.32,64.453,-53.711
20:51:32,concentrating,0.998,1.0,0.33,0.33,0.34,0.0,264.16,21.484,12.695,56.641
20:51:33,concentrating,0.998,1.0,0.33,0.33,0.34,30.273,134.277,25.391,21.973,41.504
20:51:35,concentrating,0.999,1.0,0.33,0.33,0.34,34.18,133.789,35.645,23.926,43.457
20:51:36,concentrating,0.998,1.0,0.33,0.33,0.34,32.227,180.664,28.809,28.809,3.906
20:51:37,concentrating,0.999,1.0,0.33,0.33,0.34,18.066,24.414,47.363,19.043,42.969
20:51:39,concentrating,0.997,1.0,0.33,0.33,0.34,35.156,46.387,36.621,29.785,-5.859
20:51:40,concentrating,0.953,1.0,0.33,0.33,0.34,75.195,-415.527,28.32,99.121,-1.953
20:51:41,concentrating,0.892,1.0,0.33,0.33,0.34,13.672,575.684,21.973,-30.273,11.719
20:51:43,concentrating,0.952,1.0,0.33,0.33,0.34,41.504,-162.598,43.457,33.203,61.035
20:51:44,concentrating,0.927,1.0,0.33,0.33,0.34,47.363,52.734,35.156,41.992,-21.484
20:51:46,concentrating,0.997,1.0,0.33,0.33,0.34,30.762,-173.828,32.715,31.738,-21.973
20:51:47,concentrating,0.998,1.0,0.33,0.33,0.34,36.133,44.434,32.227,20.996,42.969
20:51:49,concentrating,0.998,1.0,0.33,0.33,0.34,27.344,107.91,41.504,21.484,41.992
20:51:50,concentrating,0.999,1.0,0.33,0.33,0.34,30.762,-151.367,10.742,29.785,77.637
20:51:51,concentrating,0.998,1.0,0.33,0.33,0.34,-42.969,93.75,50.781,-55.176,27.832
20:51:53,concentrating,0.999,1.0,0.33,0.33,0.34,32.227,184.57,40.527,35.645,44.922
20:51:54,concentrating,0.999,1.0,0.33,0.33,0.34,33.691,-212.891,30.762,20.508,-18.066
20:51:55,concentrating,0.999,1.0,0.33,0.33,0.34,18.555,123.535,31.738,37.598,39.551
20:51:57,concentrating,0.998,1.0,0.33,0.33,0.34,18.066,-100.098,23.438,31.25,32.715
20:51:58,concentrating,0.997,1.0,0.33,0.33,0.34,11.719,84.961,22.461,18.066,-24.902
20:51:59,concentrating,0.997,1.0,0.33,0.33,0.34,33.691,-191.895,26.855,11.23,29.297
20:52:01,concentrating,0.998,1.0,0.33,0.33,0.34,50.781,245.605,30.273,34.668,41.504
20:52:02,concentrating,0.997,1.0,0.33,0.33,0.34,25.879,-99.609,28.32,26.855,-9.766
20:52:03,concentrating,0.998,1.0,0.33,0.33,0.34,45.898,228.027,42.969,47.363,59.57
20:52:05,concentrating,0.996,1.0,0.33,0.33,0.34,58.105,234.375,42.48,56.641,0.977
20:52:06,concentrating,0.998,1.0,0.33,0.33,0.34,33.691,83.496,34.668,39.551,16.602
20:52:07,concentrating,0.999,1.0,0.33,0.33,0.34,70.801,244.629,39.062,79.102,24.414
20:52:09,concentrating,0.998,1.0,0.33,0.33,0.34,34.18,237.305,48.828,34.668,51.27
20:52:10,concentrating,0.998,1.0,0.33,0.33,0.34,47.852,234.863,32.227,50.293,82.031
20:52:11,concentrating,0.998,1.0,0.33,0.33,0.34,34.668,219.727,37.109,36.133,28.32
20:52:13,concentrating,0.998,1.0,0.33,0.33,0.34,41.992,-213.379,35.645,41.992,31.738
20:52:14,concentrating,0.999,1.0,0.33,0.33,0.34,20.996,224.609,27.832,41.016,-9.277
20:52:16,concentrating,0.999,1.0,0.33,0.33,0.34,18.066,-209.473,17.09,0.977,63.477
20:52:17,concentrating,0.998,1.0,0.33,0.33,0.34,62.012,222.168,32.715,64.941,5.859
20:52:18,concentrating,0.998,1.0,0.33,0.33,0.34,35.156,-189.453,25.391,31.738,4.395
20:52:19,concentrating,0.997,1.0,0.33,0.33,0.34,47.852,106.445,34.668,39.062,49.316
20:52:21,concentrating,0.997,1.0,0.33,0.33,0.34,35.645,-99.121,20.508,18.555,-14.648
20:52:22,concentrating,0.997,1.0,0.33,0.33,0.34,36.133,121.582,38.574,21.484,33.691
20:52:23,concentrating,0.996,1.0,0.33,0.33,0.34,-34.18,95.703,33.691,-73.73,23.438
20:52:24,concentrating,0.994,1.0,0.33,0.33,0.34,33.203,32.715,36.621,36.133,18.066
20:52:26,concentrating,0.996,1.0,0.33,0.33,0.34,49.805,182.129,31.738,34.668,60.059
20:52:27,concentrating,0.995,1.0,0.33,0.33,0.34,39.551,110.352,27.832,42.969,20.996
20:52:28,concentrating,0.996,1.0,0.33,0.33,0.34,29.297,-77.637,38.574,30.762,57.617
20:52:29,concentrating,0.997,1.0,0.33,0.33,0.34,26.367,-202.637,32.227,19.043,34.668
20:52:31,concentrating,0.998,1.0,0.33,0.33,0.34,35.645,171.875,32.715,41.016,1.953
20:52:32,concentrating,0.998,1.0,0.33,0.33,0.34,23.926,121.582,18.066,37.109,0.488
20:52:34,concentrating,0.998,1.0,0.33,0.33,0.34,21.484,114.258,37.598,13.672,-33.691
20:52:35,concentrating,0.998,1.0,0.33,0.33,0.34,32.715,47.363,29.785,29.297,-1.465
20:52:36,concentrating,0.998,1.0,0.33,0.33,0.34,36.133,137.207,43.457,37.598,0.488
20:52:38,concentrating,0.997,1.0,0.33,0.33,0.34,48.828,-140.625,31.25,32.227,67.871
20:52:39,concentrating,0.997,1.0,0.33,0.33,0.34,37.109,133.301,41.992,36.133,29.297
20:52:40,concentrating,0.997,1.0,0.33,0.33,0.34,52.246,64.941,30.273,62.012,8.301
20:52:41,concentrating,0.998,1.0,0.33,0.33,0.34,17.09,-221.68,30.273,25.879,-21.484
20:52:43,concentrating,0.997,1.0,0.33,0.33,0.34,-2.93,103.516,32.715,-3.906,-29.297
20:52:44,concentrating,0.996,1.0,0.33,0.33,0.34,-28.809,125.0,51.27,-30.273,-12.695
20:52:45,concentrating,0.989,1.0,0.33,0.33,0.34,82.52,13.672,42.969,84.473,-15.137
20:52:46,concentrating,0.992,1.0,0.33,0.33,0.34,28.809,203.125,31.25,31.738,68.848
20:52:47,concentrating,0.995,1.0,0.33,0.33,0.34,29.785,96.68,30.273,20.02,11.719
20:52:49,concentrating,0.996,1.0,0.33,0.33,0.34,25.879,28.32,29.785,29.297,34.668
20:52:50,concentrating,0.996,1.0,0.33,0.33,0.34,12.695,99.121,37.109,34.668,60.547
20:52:51,concentrating,0.998,1.0,0.33,0.33,0.34,36.133,-22.949,30.762,32.715,17.09
20:52:53,concentrating,0.999,1.0,0.33,0.33,0.34,3.906,159.18,26.855,16.602,31.25
20:52:54,concentrating,0.998,1.0,0.33,0.33,0.34,16.602,-58.105,28.809,16.602,-1.465
20:52:55,concentrating,0.997,1.0,0.33,0.33,0.34,17.09,242.676,25.391,9.277,77.148
20:52:57,concentrating,0.996,1.0,0.33,0.33,0.34,8.789,-65.43,32.715,20.996,44.922
20:52:58,concentrating,0.998,1.0,0.33,0.33,0.34,42.48,-17.09,39.551,51.27,25.879
20:53:00,concentrating,0.998,1.0,0.33,0.33,0.34,36.133,-197.266,35.156,38.574,18.555
20:53:01,concentrating,0.998,1.0,0.33,0.33,0.34,32.715,-187.012,45.41,42.48,36.133
20:53:02,concentrating,0.997,1.0,0.33,0.33,0.34,48.34,-262.695,30.273,-9.766,22.461
20:53:03,concentrating,0.995,1.0,0.33,0.33,0.34,26.367,264.16,40.527,41.504,50.781
20:53:04,concentrating,0.996,1.0,0.33,0.33,0.34,40.527,242.676,34.668,63.477,30.762
20:53:05,concentrating,0.995,1.0,0.33,0.33,0.34,26.855,-155.273,49.316,23.926,29.785
20:53:07,concentrating,0.996,1.0,0.33,0.33,0.34,10.742,114.746,36.621,62.5,74.219
20:53:08,concentrating,0.995,1.0,0.33,0.33,0.34,52.246,-275.391,39.551,0.488,27.344
20:53:09,concentrating,0.989,1.0,0.33,0.33,0.34,29.297,-53.223,34.668,37.109,68.848
20:53:11,concentrating,0.988,1.0,0.33,0.33,0.34,17.09,188.477,33.691,31.25,20.508
20:53:12,concentrating,0.993,1.0,0.33,0.33,0.34,51.27,-269.043,30.273,60.547,114.746
20:53:13,concentrating,0.992,1.0,0.33,0.33,0.34,-35.156,253.418,23.926,-64.453,-16.602
20:53:14,concentrating,0.992,1.0,0.33,0.33,0.34,30.273,141.602,26.855,36.133,91.797
20:53:16,concentrating,0.993,1.0,0.33,0.33,0.34,41.504,288.574,41.504,18.066,23.926
20:53:17,concentrating,0.993,1.0,0.33,0.33,0.34,25.391,137.207,31.25,32.715,39.062
20:53:18,concentrating,0.995,1.0,0.33,0.33,0.34,17.578,142.578,17.09,23.926,58.105
20:53:19,concentrating,0.998,1.0,0.33,0.33,0.34,34.18,37.109,37.598,31.738,46.387
20:53:20,concentrating,0.997,1.0,0.33,0.33,0.34,-2.441,155.273,35.645,0.977,35.645
20:53:21,concentrating,0.998,1.0,0.33,0.33,0.34,21.973,312.012,20.508,14.648,73.242
20:53:23,concentrating,0.996,1.0,0.33,0.33,0.34,-16.602,39.551,50.293,-20.996,15.625
20:53:24,concentrating,0.997,1.0,0.33,0.33,0.34,21.484,75.684,28.32,18.066,37.598
20:53:25,concentrating,0.997,1.0,0.33,0.33,0.34,17.578,161.133,41.992,25.391,39.062
20:53:27,concentrating,0.998,1.0,0.33,0.33,0.34,36.133,48.34,44.922,41.992,31.738
20:53:28,concentrating,0.998,1.0,0.33,0.33,0.34,41.504,-154.785,31.25,44.922,17.578
20:53:29,concentrating,0.997,1.0,0.33,0.33,0.34,29.785,154.297,32.227,34.668,-12.207
20:53:31,concentrating,0.992,1.0,0.33,0.33,0.34,38.086,127.441,38.086,47.852,31.738
20:53:32,concentrating,0.97,1.0,0.33,0.33,0.34,49.316,109.375,30.762,43.945,9.277
20:53:33,concentrating,0.99,1.0,0.33,0.33,0.34,34.668,232.91,28.809,39.062,53.711
20:53:34,concentrating,0.998,1.0,0.33,0.33,0.34,41.504,126.465,41.504,33.691,22.949
20:53:36,concentrating,0.998,1.0,0.33,0.33,0.34,47.363,103.516,48.34,24.902,0.977
20:53:37,concentrating,0.997,1.0,0.33,0.33,0.34,25.879,229.98,20.02,27.344,4.883
20:53:38,concentrating,0.995,1.0,0.33,0.33,0.34,20.508,-20.996,31.25,22.949,23.438
20:53:40,concentrating,0.996,1.0,0.33,0.33,0.34,-14.16,-91.309,39.062,-16.602,-32.227
20:53:41,concentrating,0.996,1.0,0.33,0.33,0.34,27.344,242.676,35.156,49.316,31.25
20:53:43,concentrating,0.994,1.0,0.33,0.33,0.34,62.012,-235.84,23.926,49.316,22.949
20:53:44,concentrating,0.993,1.0,0.33,0.33,0.34,46.387,137.695,38.574,22.461,49.805
20:53:45,concentrating,0.996,1.0,0.33,0.33,0.34,82.52,-140.137,31.25,70.312,-28.809
20:53:47,concentrating,0.997,1.0,0.33,0.33,0.34,24.414,256.348,33.691,20.996,20.508
20:53:48,concentrating,0.997,1.0,0.33,0.33,0.34,25.879,109.863,32.715,10.254,-1.465
20:53:49,concentrating,0.996,1.0,0.33,0.33,0.34,35.156,123.047,43.457,37.598,33.691
20:53:51,concentrating,0.998,1.0,0.33,0.33,0.34,34.18,90.332,38.574,33.203,-2.441
20:53:52,concentrating,0.998,1.0,0.33,0.33,0.34,38.574,-21.973,29.785,-9.766,2.93
20:53:54,concentrating,0.997,1.0,0.33,0.33,0.34,40.039,-67.383,41.016,34.18,16.113
20:53:56,concentrating,0.995,1.0,0.33,0.33,0.34,10.254,188.965,36.133,15.137,104.98
20:53:57,concentrating,0.994,1.0,0.33,0.33,0.34,29.297,238.281,29.297,32.227,41.504
20:53:58,concentrating,0.994,1.0,0.33,0.33,0.34,26.855,415.039,31.25,26.855,29.785
20:54:00,concentrating,0.99,1.0,0.33,0.33,0.34,42.48,-153.809,38.574,16.602,-7.324
20:54:01,concentrating,0.987,1.0,0.33,0.33,0.34,10.742,100.098,27.832,21.484,47.852
20:54:02,concentrating,0.985,1.0,0.33,0.33,0.34,31.25,167.969,36.133,34.18,-42.48
20:54:04,concentrating,0.995,1.0,0.33,0.33,0.34,17.09,-331.543,29.785,18.066,36.133
20:54:05,concentrating,0.991,1.0,0.33,0.33,0.34,10.742,295.898,36.133,17.09,83.984
20:54:07,concentrating,0.998,1.0,0.33,0.33,0.34,41.992,92.285,28.809,15.137,62.012
20:54:08,concentrating,0.996,1.0,0.33,0.33,0.34,19.531,119.629,52.734,57.129,43.457
20:54:09,concentrating,0.994,1.0,0.33,0.33,0.34,-8.789,98.145,73.73,-10.254,27.344
20:54:11,concentrating,0.991,1.0,0.33,0.33,0.34,39.551,301.758,38.574,60.547,3.906
20:54:12,concentrating,0.993,1.0,0.33,0.33,0.34,41.992,-366.699,41.016,18.555,8.301
20:54:13,concentrating,0.994,1.0,0.33,0.33,0.34,42.969,170.898,41.504,63.477,1.465
20:54:15,concentrating,0.997,1.0,0.33,0.33,0.34,35.645,-38.086,37.598,31.738,59.57
20:54:16,concentrating,0.995,1.0,0.33,0.33,0.34,29.785,-136.23,31.738,28.32,31.738
20:54:17,concentrating,0.995,1.0,0.33,0.33,0.34,41.016,97.656,34.18,44.434,-5.371
20:54:18,concentrating,0.997,1.0,0.33,0.33,0.34,48.34,-501.465,40.039,36.133,24.414
20:54:20,concentrating,0.998,1.0,0.33,0.33,0.34,21.484,3.906,26.855,17.578,-35.156
20:54:21,concentrating,0.997,1.0,0.33,0.33,0.34,34.18,-77.148,34.18,22.949,80.078
20:54:23,concentrating,0.999,1.0,0.33,0.33,0.34,32.715,-227.051,36.133,36.621,-11.23
20:54:24,concentrating,0.999,1.0,0.33,0.33,0.34,35.156,275.391,40.039,42.969,47.363
20:54:25,concentrating,0.997,1.0,0.33,0.33,0.34,19.531,-257.324,33.203,8.789,-17.578
20:54:26,concentrating,0.998,1.0,0.33,0.33,0.34,35.645,-183.594,28.809,22.461,58.105
20:54:28,concentrating,0.996,1.0,0.33,0.33,0.34,31.25,136.719,34.668,39.551,21.973
20:54:29,concentrating,0.996,1.0,0.33,0.33,0.34,33.691,268.066,32.715,45.41,59.082
20:54:31,concentrating,0.997,1.0,0.33,0.33,0.34,31.738,150.391,35.645,50.781,8.301
20:54:32,concentrating,0.998,1.0,0.33,0.33,0.34,43.457,117.676,38.574,57.129,56.152
20:54:33,concentrating,0.999,1.0,0.33,0.33,0.34,45.41,181.152,30.273,16.113,32.715
20:54:35,concentrating,0.999,1.0,0.33,0.33,0.34,49.805,167.48,28.809,36.133,23.438
20:54:36,concentrating,0.998,1.0,0.33,0.33,0.34,43.457,326.172,39.062,52.246,62.5
20:54:37,concentrating,0.999,1.0,0.33,0.33,0.34,36.621,240.723,37.109,37.598,27.832
20:54:39,concentrating,0.998,1.0,0.33,0.33,0.34,38.086,186.035,34.18,38.574,51.27
20:54:40,concentrating,0.998,1.0,0.33,0.33,0.34,28.32,172.852,42.48,39.551,20.996
20:54:41,concentrating,0.992,1.0,0.33,0.33,0.34,38.086,80.078,32.715,37.109,49.805
20:54:43,concentrating,0.992,1.0,0.33,0.33,0.34,31.738,-24.902,31.25,29.785,1.465
20:54:44,concentrating,0.995,1.0,0.33,0.33,0.34,34.18,-55.176,32.715,35.156,50.293
20:54:45,concentrating,0.998,1.0,0.33,0.33,0.34,31.738,120.117,38.574,20.996,47.852
20:54:47,concentrating,0.997,1.0,0.33,0.33,0.34,36.133,-224.121,33.203,29.785,19.043
20:54:48,concentrating,0.996,1.0,0.33,0.33,0.34,-10.254,-206.543,35.156,-20.996,65.43
20:54:50,concentrating,0.995,1.0,0.33,0.33,0.34,35.156,103.027,41.992,50.781,49.805
20:54:51,concentrating,0.996,1.0,0.33,0.33,0.34,40.039,3.418,44.922,37.109,50.293
20:54:52,concentrating,0.995,1.0,0.33,0.33,0.34,18.555,161.133,33.203,20.508,-2.93
20:54:54,concentrating,0.997,1.0,0.33,0.33,0.34,41.504,31.738,37.109,34.18,65.43
20:54:55,concentrating,0.998,1.0,0.33,0.33,0.34,29.785,171.875,33.203,21.973,78.125
20:54:57,concentrating,0.999,1.0,0.33,0.33,0.34,20.996,77.148,33.691,31.25,34.18
20:54:58,concentrating,0.999,1.0,0.33,0.33,0.34,19.531,-201.172,40.527,67.383,22.461
20:54:59,concentrating,0.998,1.0,0.33,0.33,0.34,15.137,100.098,41.504,43.457,34.668
20:55:00,concentrating,0.998,1.0,0.33,0.33,0.34,46.875,61.523,36.133,15.625,2.93
20:55:01,concentrating,0.998,1.0,0.33,0.33,0.34,34.18,187.012,29.785,34.668,41.504
20:55:03,concentrating,0.999,1.0,0.33,0.33,0.34,40.039,-376.465,39.062,38.086,-10.254
20:55:04,concentrating,0.999,1.0,0.33,0.33,0.34,34.668,-251.953,28.32,32.715,-24.414
20:55:05,concentrating,0.999,1.0,0.33,0.33,0.34,35.156,42.969,35.645,21.484,44.434
20:55:07,concentrating,0.999,1.0,0.33,0.33,0.34,38.086,-341.309,33.203,16.602,-20.508
20:55:08,concentrating,0.998,1.0,0.33,0.33,0.34,14.648,-19.043,42.969,30.762,-39.551
20:55:09,concentrating,0.998,1.0,0.33,0.33,0.34,46.875,132.324,36.133,51.27,28.809
20:55:10,concentrating,0.998,1.0,0.33,0.33,0.34,38.574,-187.012,29.297,42.48,12.207
20:55:11,concentrating,0.998,1.0,0.33,0.33,0.34,25.879,-107.422,24.414,15.137,26.855
20:55:13,concentrating,0.998,1.0,0.33,0.33,0.34,42.969,124.512,26.855,23.926,30.762
20:55:14,concentrating,0.998,1.0,0.33,0.33,0.34,32.715,247.559,30.762,38.574,57.617
20:55:15,concentrating,0.998,1.0,0.33,0.33,0.34,24.414,301.758,37.598,40.039,72.754
20:55:17,concentrating,0.998,1.0,0.33,0.33,0.34,28.809,46.875,41.504,28.32,-36.133
20:55:18,concentrating,0.997,1.0,0.33,0.33,0.34,27.344,-62.988,35.156,20.996,74.707
20:55:19,concentrating,0.996,1.0,0.33,0.33,0.34,33.203,-144.043,40.039,19.043,83.984
20:55:21,concentrating,0.996,1.0,0.33,0.33,0.34,31.738,195.801,38.086,35.156,27.344
20:55:22,concentrating,0.995,1.0,0.33,0.33,0.34,32.715,-297.363,40.527,28.32,-19.531
20:55:24,concentrating,0.996,1.0,0.33,0.33,0.34,30.273,267.578,30.273,41.504,82.031
20:55:25,concentrating,0.99,1.0,0.33,0.33,0.34,39.062,269.043,35.645,36.621,42.48
20:55:27,concentrating,0.993,1.0,0.33,0.33,0.34,48.34,-141.602,37.109,34.18,37.598
20:55:28,concentrating,0.995,1.0,0.33,0.33,0.34,31.25,-335.449,31.25,5.859,19.531
20:55:29,concentrating,0.996,1.0,0.33,0.33,0.34,54.199,254.395,31.738,67.871,31.25
20:55:31,concentrating,0.997,1.0,0.33,0.33,0.34,27.832,84.473,36.621,19.043,10.254
20:55:32,concentrating,0.997,1.0,0.33,0.33,0.34,22.461,38.086,38.574,31.738,40.039
20:55:33,concentrating,0.998,1.0,0.33,0.33,0.34,26.367,-345.215,29.785,11.719,25.879
20:55:35,concentrating,0.998,1.0,0.33,0.33,0.34,14.16,-134.766,33.691,16.602,44.922
20:55:36,concentrating,0.998,1.0,0.33,0.33,0.34,19.043,166.016,35.645,-1.953,5.859
20:55:37,concentrating,0.997,1.0,0.33,0.33,0.34,32.227,-255.371,41.504,43.457,13.184
20:55:39,concentrating,0.992,1.0,0.33,0.33,0.34,51.27,157.715,42.48,42.969,-4.395
20:55:40,concentrating,0.973,1.0,0.33,0.33,0.34,32.715,97.168,36.133,36.133,43.457
20:55:41,concentrating,0.972,1.0,0.33,0.33,0.34,3.906,178.711,38.574,-14.16,22.461
20:55:43,concentrating,0.99,1.0,0.33,0.33,0.34,21.973,232.91,25.879,70.801,26.855
20:55:44,concentrating,0.994,1.0,0.33,0.33,0.34,15.137,-304.199,39.551,36.621,25.879
20:55:45,concentrating,0.996,1.0,0.33,0.33,0.34,36.133,106.934,35.156,61.523,45.898
20:55:47,concentrating,0.994,1.0,0.33,0.33,0.34,34.668,106.934,33.691,46.387,30.273
20:55:48,concentrating,0.997,1.0,0.33,0.33,0.34,33.203,5.859,35.156,29.785,71.777
20:55:49,concentrating,0.997,1.0,0.33,0.33,0.34,58.594,-197.754,22.461,60.547,25.879
20:55:50,concentrating,0.997,1.0,0.33,0.33,0.34,21.484,135.254,29.297,28.32,38.086
20:55:52,concentrating,0.997,1.0,0.33,0.33,0.34,31.25,75.195,32.715,1.465,-10.742
20:55:53,concentrating,0.997,1.0,0.33,0.33,0.34,32.715,-284.18,32.715,6.348,27.832
20:55:54,concentrating,0.996,1.0,0.33,0.33,0.34,24.902,-236.816,27.832,22.949,78.613
20:55:55,concentrating,0.998,1.0,0.33,0.33,0.34,30.762,76.172,38.086,41.504,70.312
20:55:57,concentrating,0.998,1.0,0.33,0.33,0.34,38.574,65.918,36.621,46.387,12.695
20:55:58,concentrating,0.998,1.0,0.33,0.33,0.34,31.25,-206.055,30.273,21.973,28.809
20:56:00,concentrating,0.998,1.0,0.33,0.33,0.34,32.227,209.961,28.32,53.223,56.641
20:56:01,concentrating,0.998,1.0,0.33,0.33,0.34,3.906,265.137,36.621,30.762,64.453
20:56:03,concentrating,0.996,1.0,0.33,0.33,0.34,29.785,-227.539,38.086,30.273,-9.277
20:56:04,concentrating,0.996,1.0,0.33,0.33,0.34,27.344,-163.574,38.086,34.18,-5.371
20:56:05,concentrating,0.997,1.0,0.33,0.33,0.34,29.785,-134.277,35.645,31.738,18.066
20:56:06,concentrating,0.997,1.0,0.33,0.33,0.34,35.645,244.141,35.156,33.691,55.176
20:56:08,concentrating,0.998,1.0,0.33,0.33,0.34,19.531,-134.277,31.25,34.18,-11.23
20:56:09,concentrating,0.997,1.0,0.33,0.33,0.34,36.133,-65.918,32.227,18.555,30.762
20:56:10,concentrating,0.997,1.0,0.33,0.33,0.34,42.969,133.301,34.668,48.828,5.859
20:56:12,concentrating,0.997,1.0,0.33,0.33,0.34,38.086,-76.172,33.691,28.809,87.402
20:56:13,concentrating,0.998,1.0,0.33,0.33,0.34,39.551,-58.594,31.738,28.32,85.449
20:56:14,concentrating,0.998,1.0,0.33,0.33,0.34,42.48,175.781,35.156,36.621,13.184
20:56:16,concentrating,0.997,1.0,0.33,0.33,0.34,31.25,-188.477,34.668,28.32,32.715
20:56:17,concentrating,0.995,1.0,0.33,0.33,0.34,18.066,-300.293,29.785,2.441,-38.574
20:56:19,concentrating,0.996,1.0,0.33,0.33,0.34,30.273,-32.715,40.039,41.992,13.672
20:56:20,concentrating,0.997,1.0,0.33,0.33,0.34,25.879,17.578,38.574,41.992,-51.27
20:56:21,concentrating,0.993,1.0,0.33,0.33,0.34,31.738,-32.715,36.621,24.414,-10.254
20:56:23,concentrating,0.995,1.0,0.33,0.33,0.34,28.32,150.391,33.691,45.898,74.219
20:56:24,concentrating,0.984,1.0,0.33,0.33,0.34,28.809,133.301,32.715,16.113,32.715
20:56:25,concentrating,0.994,1.0,0.33,0.33,0.34,20.996,-159.18,32.227,38.574,32.715
